"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5WLYJ4KG","journalArticle","2012","López-López, Wilson; Pineda-Marín, Claudia; Mullet, Etienne","La Educación y la Prevención como Componentes Primordiales en la Actitud hacia las Políticas de Drogas","Terapia psicológica","","0718-4808","10.4067/S0718-48082012000300011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082012000300011&lng=en&nrm=iso&tlng=en","","2012-12","2022-06-01 22:19:06","2022-06-01 22:19:06","2022-06-01 22:19:06","103-117","","3","30","","Ter Psicol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\ESZNCX4X\López-López et al. - 2012 - La Educación y la Prevención como Componentes Prim.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YURHVXW4","journalArticle","2012","León-Rodríguez, Diego Armando","Afectividad y conciencia: la experiencia subjetiva de los valores biológicos","Revista Chilena de Neuropsicología","","","","https://dialnet.unirioja.es/servlet/articulo?codigo=5754138","","2012","2022-06-01 22:19:48","2022-06-01 22:22:28","","108-114","","3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAE3J42R","journalArticle","2012","León-Rodríguez, Diego Armando; Dueñas-Gómez, Zulma Janeth","Efectos de la separación materna temprana sobre el desempeño en el laberinto en cruz elevado en ratas adultas","Acta Biológica Colombiana","","","","http://www.scielo.org.co/pdf/abc/v17n1/v17n1a10.pdf","","2012","2022-06-01 22:22:38","2022-06-01 22:23:57","","129-142","","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWSSN5QV","journalArticle","2012","Mejía Quintero, Edilberto; Escobar Melo, Hugo","Caracterización de procesos cognitivos de memoria, lenguaje y pensamiento, en estudiantes con bajo y alto rendimiento académico","Diversitas: Perspectivas en Psicología","","","","http://www.scielo.org.co/pdf/dpp/v8n1/v8n1a09.pdf","","2012","2022-06-01 22:25:05","2022-06-01 22:25:45","","123-138","","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HJN7CVK","journalArticle","2012","Echeverri Buriticá, Maria Margarita","""Nosotros no migramos por billete"" : jóvenes colombianos en emigración, conflicto armado y violencias","Metapolítica","","","","","","2012","2022-06-01 22:27:35","2022-06-01 22:28:06","","52-60","","76","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"559632UJ","journalArticle","2017","Echeverri Buriticá, Maria Margarita","“Somos muchos, somos diversos y aquí estamos cruzando fronteras”: Reflexiones sobre la comprensión de los procesos migratorios juveniles","Desidades","","","","https://dialnet.unirioja.es/descarga/articulo/6707104.pdf","","2017","2022-06-01 22:28:15","2022-06-01 22:28:51","","9-18","","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEQFBPFJ","journalArticle","2012","Echeverri Buriticá, María Margarita","Sujetos políticos y actores sociales transnacionales: reconfiguración de las identidades y vínculos políticos de los y las jóvenes colombianas en migración","Geopolítica(s): Revista de estudios sobre espacio y poder","","2172-7155, 2172-3958","10.5209/rev_GEOP.2011.v2.n2.39077","http://revistas.ucm.es/index.php/GEOP/article/view/39077","","2012-06-20","2022-06-01 22:30:31","2022-06-01 22:30:52","2022-06-01 22:30:31","283-311","","2","2","","Geopolítica","Sujetos políticos y actores sociales transnacionales","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\ANFCH6WB\Echeverri Buriticá - 2012 - Sujetos políticos y actores sociales transnacional.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PD3UPRM","journalArticle","2019","Lafaurie Villamila, María Mercedes; Rubio León, Diana Carolina; Perdomo Rubio, Alejandro; Cañon Crespo, Andrés Felipe","La violencia obstétrica en la literatura de las ciencias sociales en América Latina","Gerencia y Políticas de Salud","","2500-6177, 1657-7027","10.11144/Javeriana.rgsp18-36.volc","https://revistas.javeriana.edu.co/index.php/gerepolsal/article/view/25691","A partir del análisis de dieciocho estudios realizados por científicos sociales de América Latina, el presente trabajo busca poner en el escenario la “violencia obstétrica” y suscitar reflexión en torno a su conceptualización y sus orígenes, además de retomar las recomendaciones propuestas por las y los autores para un cambio de situación y de proponer nuevas rutas de indagación. Un cambio de paradigmas en los sistemas de salud, en los procedimientos y en la formación de los profesionales con miras a la humanización de la atención en el campo de la salud de las mujeres y la erradicación de todas las formas de la violencia obstétrica son requeridos para que sea posible hablar de ejercicio de ciudadanía en ese ámbito; en la investigación social se requiere incluir la perspectiva del personal de salud y profundizar en realidades como la vulnerabilidad social de las mujeres y el aborto.","2019-04-09","2022-06-03 20:35:54","2022-06-03 20:35:54","2022-06-03 20:35:54","1-25","","36","18","","RGYPS","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XXTP9KKI","journalArticle","2019","Perdomo-Rubio, Alejandro; MartínezSilva, Pablo Andrés; Lafaurie-Villamil, Maria Mercedes; Cañón-Crespo, Andrés Felipe; Rubio-León, Diana Carolina","Discursos sobre la violencia obstétrica en la prensa de países latinoamericanos: cambios y continuidades en el campo de la atención","Revista Facultad Nacional de Salud Pública","","2256-3334, 0120-386X","10.17533/udea.rfnsp.v37n2a14","http://revistas.udea.edu.co/index.php/fnsp/article/view/332874","Objetivo: Se pretende identificar las posiciones discursivas de diferentes actores acerca de la violencia obstétrica y su relación con el campo social de la atención al embarazo, el parto y el puerperio, producidas por diarios de Argentina, Chile, Colombia, México y Venezuela entre el 2010 y marzo del 2017.Metodología: Estudio cualitativo, de carácter exploratorio, tipo análisis del discurso de 120 notas periodísticas. Resultados: Se identificaron posiciones discursivas de los profesionales y de las mujeres, de tipo tanto tradicionales como abiertas en referencia al campo de la atención.Conclusiones: Las intervenciones sobre esta violencia no son aisladas, sino enmarcadas en un contexto de discusión, donde las posiciones discursivas de los actores pueden definirlas y concretarlas.","2019-05-31","2022-06-03 20:30:54","2022-06-03 20:30:54","2022-06-03 20:30:54","","","2","37","","Rev. Fac. Nac. Salud Pública","Discursos sobre la violencia obstétrica en la prensa de países latinoamericanos","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HL68RNJ","journalArticle","2019","Pontificia Universidad Javeriana; Pulido-Martínez, Hernán Camilo; Urbina-Barón, Ana María","Geopolíticas del Conocimiento Psicológico y Riesgos Psicosociales: Reproduciendo la Subordinación por Medio de las Tesis de Grado y Postgrado","Psykhe (Santiago)","","","10.7764/psykhe.27.2.1198","http://ojs.uc.cl/index.php/psykhe/article/view/20319","","2019","2022-06-03 20:28:29","2022-06-03 20:28:29","2022-06-03 20:28:29","1-16","","1","28","","Psykhe (Santiago)","Geopolíticas del Conocimiento Psicológico y Riesgos Psicosociales","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87JFDU8","journalArticle","2019","Pulido-Martínez, Hernán Camilo","Analysing the artefacts to produce an education of quality: from the disciple to the customer in a Colombian university","Subjectivity","","1755-6341, 1755-635X","10.1057/s41286-019-00081-w","http://link.springer.com/10.1057/s41286-019-00081-w","","2019-12","2022-06-03 20:21:55","2022-06-03 20:21:55","2022-06-03 20:21:55","352-370","","4","12","","Subjectivity","Analysing the artefacts to produce an education of quality","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U69YY25W","journalArticle","2019","Departamento de Psicología, Universidad Católica del Maule, Chile; Salas, Gonzalo; Vega-Arce, Maribel; Departamento de Psicología, Universidad Católica del Maule, Chile; González, Carolina; School of Psychology, The University of Queensland, Australia; Cesar Ossa, Julio; Universidad de San Buenaventura, Colombia; Cudina, Jean Nikola; Universidad de San Buenaventura, Colombia; Caycho-Rodríguez, Tomás; Universidad Privada del Norte, Perú; Barboza-Palomino, Miguel; Universidad Privada del Norte, Perú; Ventura-León, José; Universidad Privada del Norte, Perú; Guerra-Labbé, Luisa; Escuela de Terapia Ocupacional, Universidad Autónoma de Chile, Chile; López-López, Wilson","The Fiftieth Anniversary of the Revista Latinoamericana de Psicología: A Bibliometric Analysis","Revista Latinoamericana de Psicología","","01200534","10.14349/rlp.2019.v51.n2.7","http://editorial.konradlorenz.edu.co/2019/08/the-fiftieth-anniversary-of-the-revista-latinoamericana-de-psicologia-a-bibliometric-analysis.html","","2019-10-30","2022-06-03 19:28:10","2022-06-03 19:28:10","2022-06-03 19:28:10","","","2","51","","RLP","The Fiftieth Anniversary of the Revista Latinoamericana de Psicología","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73KAIGDJ","journalArticle","2019","Tortosa-Pérez, Macarena; Osca-Lluch, Julia; López-López, Wilson; Alfaro-Ferreres, Elisa","Internacionalización y posicionamiento de las revistas españolas de psicología","Anales de Psicología","","1695-2294, 0212-9728","10.6018/analesps.35.2.332171","https://revistas.um.es/analesps/article/view/332171","Se presentan los resultados del análisis de la difusión y circulación del número de revistas españolas en diferentes bases de datos, nacionales e internacionales. Para ello se realiza un estudio de las revistas que contienen las principales bases de datos bibliográficas hasta el año 2017. El aumento de la presencia de revistas españolas de psicología en las diferentes bases de datos es un indicador que determina el crecimiento y la madurez de esta disciplina y aporta una visión interesante de la actividad científica en psicología y su situación en el contexto internacional. Se muestra que las políticas de estado y las campañas de posicionamiento de universidades, asociaciones y colegios juegan un papel clave en la internacionalización y posicionamiento.             We present the results of the analysis of the dissemination and circulation of the number of Spanish journals in different national and international databases. This is a study of the journals that contain the main bibliographic databases until the year 2017. The increase of the presence of Spanish psychology journals in the different databases is an indicator that determines the growth and maturity of this discipline and provides an interesting view of the scientific activity in psychology and its situation in the international context. It shows that state policies and positioning campaigns of universities, associations and schools play a key role in the internationalization and positioning.","2019-04-07","2022-06-03 19:07:46","2022-06-03 19:07:46","2022-06-03 19:07:46","332-340","","2","35","","AN PSICOL-SPAIN","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPBP9VYQ","journalArticle","2017","García, Agnaldo; De Barrios Souza, Beatriz; Berzin, Juliana; Abilio Galvão, Jussara; Sursis Nobre Ferro Bucher-Maluschke, Julia; López-López, Wilson","Recent Advances in Latin American Cooperation inBehavioral Sciences: A Documentary Study","Revista Iberoamericana de Psicología y Salud","","2171-2069","10.23923/j.rips.2018.02.024","http://www.rips.cop.es/pii?pii=24","","2017","2022-06-03 19:07:03","2022-06-04 15:24:39","2022-06-03 19:07:03","36","","1","10","","Rev. iberoam. psicol. salud","Recent Advances in Latin American Cooperation inBehavioral Sciences","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRP3ZBZK","magazineArticle","2019","Echeverri Buriticá, María Margarita","De contabilizar la vida a humanizar la mirada: Una propuesta para el análisis de las migraciones contemporáneas en América Latina","Revista Javeriana","","","","","","2019","2022-06-03 18:57:55","2022-06-03 19:04:39","","32-35","","851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P24LX8ZW","journalArticle","2021","Akemi Takeiti, Beatriz; Lima da Costa, Samira; Revollo Pardo, Catalina; Tovar Guerra, Claudia","Psicossociologia desde a América Latina","Pesquisas e Práticas Psicossociais","","","","http://www.seer.ufsj.edu.br/index.php/revista_ppp/article/download/16%282%29/2626","","2021","2022-06-03 18:48:10","2022-06-03 18:49:11","","2-8","","2","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXLDDJV6","journalArticle","2021","Hernández Vargas, Melissa","Pasar por la carnicería: relatos de mujeres costarricenses sobre violencia obstétrica","Wimb Lu","","1659-2107","10.15517/wl.v16i2.48101","https://revistas.ucr.ac.cr/index.php/wimblu/article/view/48101","En este artículo se reflexiona sobre el impacto psicosocial de la violencia obstétrica y las manifestaciones más comunes experimentadas por siete mujeres costarricenses. Se realizó un estudio exploratorio-descriptivo de corte cualitativo, con un enfoque narrativo biográfico. Se utilizó la técnica de relatos de vida. Los principales resultados arrojan que la violencia obstétrica es una problemática palpable en los centros hospitalarios del país. Posee una alta complejidad y se presenta en todos los momentos de la atención (embarazo, parto y postparto). Además, existe un fuerte impacto psicosocial en la vida de las mujeres al experimentar estas violaciones a sus derechos y violencias dirigidas a sus cuerpos y psiques. La violencia obstétrica afecta de manera subjetiva, pero también a nivel relacional. Es importante generar cambios estructurales y culturales para reducir la naturalización de esta forma de violencia. Y, para erradicar la desigualdad y asimetrías de poder a nivel hospitalario y social.","2021-08-15","2022-06-03 18:44:30","2022-06-03 18:44:30","2022-06-03 18:44:30","93-118","","2","16","","WL","Pasar por la carnicería","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX2PM4B6","report","2020","Sarmiento-Marulanda, Laura Camila; Aguilera-Char, Amira Ayleen; Gonzalez-Gil, Catalina; López-López, Wilson","Psychosocial Rehabilitation Experiences of Women Victims of Armed Conflict in Colombia.","","","","","https://www.researchsquare.com/article/rs-54563/v1","Abstract           Background: After nine years of the ground-breaking social policy Law 1448 of 2011 -Victims Law- and its extension until 2030, the Colombian State and other stakeholders have made several efforts towards granting the right of integral reparation for more than nine million victims that are recognized in the Colombian transitional context. Psychosocial rehabilitation is a reparation measure of the Victims Law’s whose objective is to re-establish the psychosocial, physical and mental health welfare in the individual, familiar and community levels. This study aims to understand the experiences of psychosocial rehabilitation of women victims of armed conflict in Montes de Maria and the underlying social intervention paradigms that guide the Law’s implementation. Methods: Based on a qualitative design with a phenomenological approach, narrative tools and thematic network analysis permitted to give voice to the women participants. Individual narrative interviews and a focus group were conducted with twelve and eight women victims, respectively. Results: Although the Victims Law is oriented by a sociopolitical intervention paradigm, the stories of the women’s victims of Montes de María mainly evidenced non-sociopolitical interventions with humanitarian assistance towards revictimization and State abandonment. As a coping mechanism towards the State negligence encountered, women strive to overcome psychosocial trauma by developing agency and community resources for the resignification of the traumatic experiences and peacebuilding. Conclusions: For the Victims Law to achieve its integrality aim, the psychosocial approach should be implemented through all its measures but remains absent. Women and their communities are urgently demanding mental health interventions with adequate psychosocial rehabilitation to overcome trauma. Therefore, it is an urgent matter for the different stakeholders to collaborate towards transformative and participatory psychosocial interventions based on the community’s necessities and resources and non-repetition guarantees to avoid revictimization, as conflict and an Unconstitutional state of affairs persists.","2020-08-11","2022-06-03 18:43:18","2022-06-03 18:43:18","2022-06-03 18:43:18","","","","","","","","","","","","In Review","","","","preprint","","","DOI.org (Crossref)","","DOI: 10.21203/rs.3.rs-54563/v1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L4R644A","journalArticle","2019","Rocha-Acero, Magda Lizeth; Socarrás-Ronderos, Fernanda; Rubio León, Diana Carolina","Prácticas de atención del parto en una institución prestadora de servicios de salud en la ciudad de Bogotá","Revista de la Facultad Nacional de Salud Pública","","","","http://www.scielo.org.co/scielo.php?script=sci_abstract&pid=S0120-386X2019000100053&lng=en&nrm=iso&tlng=es","","2019","2022-06-04 14:53:03","2022-06-04 14:54:07","","53-65","","1","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEGX49TR","journalArticle","2019","Taborda-Osorio, Hernando; Lyons, Ashley B.; Cheries, Erik W.","Examining Infants’ Individuation of Others by Sociomoral Disposition","Frontiers in Psychology","","1664-1078","10.3389/fpsyg.2019.01271","https://www.frontiersin.org/article/10.3389/fpsyg.2019.01271/full","","2019-05-31","2022-06-04 14:54:44","2022-06-04 14:54:44","2022-06-04 14:54:44","1271","","","10","","Front. Psychol.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\K2IB7VT3\Taborda-Osorio et al. - 2019 - Examining Infants’ Individuation of Others by Soci.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT3ZNGG6","journalArticle","2019","Acevedo-Triana, César Andrés; Michelle, Torres; Aguilar-Bustamante, María Constanza; Camilo, Hurtado-Parrado; Silva, Luis M.; López-López, Wilson","Productivity Analysis and Impact of Colombian Psychology Journals between 2000 and 2016","Revista Latinoamericana de Psicología","","01200534","10.14349/rlp.2018.v50.n3.2","http://editorial.konradlorenz.edu.co/2018/12/productivity-analysis-and-impact-colombian-psychology-journals-between-2002-2016.html","","2019-01-30","2022-06-04 14:55:36","2022-06-04 16:23:12","2022-06-04 14:55:36","","","3","49","","RLP","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\4LHKLPWR\Universidad Pedagógica y Tecnológica de Colombia et al. - 2019 - Productivity Analysis and Impact of Colombian Psyc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDHREZ32","journalArticle","2018","Aguilar, Oscar M.; Kerry, Sheila J.; Crinion, Jennifer T.; Callaghan, Martina F.; Woodhead, Zoe V.J.; Leff, Alexander P.","Dorsal and ventral visual stream contributions to preserved reading ability in patients with central alexia","Cortex","","00109452","10.1016/j.cortex.2018.06.003","https://linkinghub.elsevier.com/retrieve/pii/S0010945218301898","","2018-09","2022-06-04 14:56:07","2022-06-04 14:56:07","2022-06-04 14:56:07","200-212","","","106","","Cortex","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\QYVCK2C8\Aguilar et al. - 2018 - Dorsal and ventral visual stream contributions to .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6S48F4E","journalArticle","2018","Aguilar, Oscar M; Kerry, Sheila J; Ong, Yean-Hoon; Callaghan, Martina F; Crinion, Jennifer; Woodhead, Zoe Victoria Joan; Price, Cathy J; Leff, Alexander P; Hope, Thomas M H","Lesion-site-dependent responses to therapy after aphasic stroke","Journal of Neurology, Neurosurgery & Psychiatry","","0022-3050, 1468-330X","10.1136/jnnp-2017-317446","https://jnnp.bmj.com/lookup/doi/10.1136/jnnp-2017-317446","","2018-12","2022-06-04 14:56:36","2022-06-04 14:56:36","2022-06-04 14:56:36","1352-1354","","12","89","","J Neurol Neurosurg Psychiatry","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\FEW6HC88\Aguilar et al. - 2018 - Lesion-site-dependent responses to therapy after a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJ9VS2AA","journalArticle","2018","Becerra Martínez, Nelci Astrid; García Padilla, Pilar","Terapia de remplazo nicotínico asociada con reducción gradual del consumo de cigarrillos como estrategia de cesación de tabaco. Reporte de caso","Universitas Médica","","2011-0839, 0041-9095","10.11144/Javeriana.umed59-1.taba","http://revistas.javeriana.edu.co/index.php/vnimedica/article/view/21312","El habitual proyecto de definir una fecha para dejar de fumar abruptamente ha sido refutado por muchos pacientes que han mostrado interés por reducir su consumo de modo gradual. La reducción progresiva utilizando terapia sustitutiva con nicotina previa a la cesación permitiría tratar a un mayor número de fumadores. El artículo presenta el caso de un paciente con alta dependencia a la nicotina, interesado en dejar de fumar, pero no de manera abrupta.","2018-02-12","2022-06-04 14:57:01","2022-06-04 14:57:01","2022-06-04 14:57:01","","","1","59","","UNIVMED","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\RFRWWRGD\Becerra Martínez y García Padilla - 2018 - Terapia de remplazo nicotínico asociada con reducc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CPNZ9UF","journalArticle","2018","Rodríguez-Cely, Leonardo; Ochoa-Carrascal, Maria Silvana; Perilla, Paola Andrea; Amaya-Nassar, Santiago","Estudio sobre la evidencia demostrativa y el uso de protocolos en casos de abuso sexual infantil en Colombia","Revista Criminalidad","","","","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwja8-mih5T4AhUtoHIEHWD3CosQFnoECAIQAQ&url=https%3A%2F%2Fwww.policia.gov.co%2Ffile%2F147193%2Fdownload%3Ftoken%3DxoQCAV0v&usg=AOvVaw0un0zCJC_cTQ4Te4EWzJpu","","2018","2022-06-04 14:57:29","2022-06-04 15:00:32","","133-151","","1","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUWWG3GK","journalArticle","2018","Granados-García, Alejandro; Guerrero-Martelo, Manuel","El Coraje del Sujeto","Prometeica - Revista de Filosofía y Ciencias","","","","https://periodicos.unifesp.br/index.php/prometeica/article/view/1664/pdf","","2018","2022-06-04 15:01:52","2022-06-04 15:04:58","","7-12","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F77HFI67","journalArticle","2018","Guerrero-Martelo, Manuel; Galván, Gonzalo; Granados-García, Alejandro","Perfil sociodemográfico del intermediario político: diferencias entre hombres y mujeres","Búsqueda","","2500-5766, 0123-9813","10.21892/01239813.393","https://revistas.cecar.edu.co/index.php/Busqueda/article/view/393","Objetivo. el presente trabajo tiene como objetivo presentar las diferencias entre hombres y mujeres en una muestra de intermediarios políticos que consiguen votos para un patrón a través de incentivos materiales o simbólicos. Se comparan algunas características sociodemográficas de la participación en este tipo de trabajo, así como la presencia de estabilidad económica del hogar, la diferencia en la participación femenina y masculina por el tipo de zona rural o urbana, la proveniencia de una familia autoritaria, la confianza hacia el jefe o patrón político, y la confianza hacia el Estado. Método. Diseño no experimental, transversal descriptivo. Se obtuvo una muestra de 49 intermediarios políticos o brókeres, trece mujeres (26,5%) y 36 hombres (73,5%), de varios municipios del departamento de Córdoba. La edad de la muestra osciló entre los veinte y los setenta años (M=45,16 DE=11,60). Resultados. Se encontraron diferencias significativas entre hombres y mujeres en la variable estrato socioeconómico (p≤0,01), la confianza en el estado (p≤0,05) y el nivel educativo. No se encontraron diferencias significativas en el resto de variables. Conclusiones. hay pocas diferencias en la participación de hombres y mujeres como intermediarios políticos. Se sugiere que, para decrecer la actividad del clientelismo, se puede trabajar un enfoque diferencial entre mujeres y hombres, al aumentar el nivel de educación y de conocimiento hacia el Estado en las mujeres, así como también al ofrecerles oportunidades de trabajo en los estratos más bajos.","2018-06-28","2022-06-04 15:06:09","2022-06-04 15:06:09","2022-06-04 15:06:09","75-87","","20","5","","Búsqueda","Perfil sociodemográfico del intermediario político","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\J3C7ZAFB\Guerrero-Martelo et al. - 2018 - Perfil sociodemográfico del intermediario político.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XD3MEJZ2","journalArticle","2018","Vásquez, Francisco Javier","Validación de un instrumento para medir el desarrollo moral en el contexto de situaciones relacionadas con la corrupción","Psicogente","","2027-212X, 0124-0137","10.17081/psico.21.40.2748","http://revistas.unisimon.edu.co/index.php/psicogente/article/view/2748","Objetivo: Este artículo presenta la validación de una adaptación del Defining Issues Test, versión corta(DIT-SF) para medir el desarrollo moral en torno a la corrupción.  Método: La muestra fue de 232 estudiantes universitarios de varias profesiones y niveles con edadescomprendidas entre los 15 y 33 años de ambos géneros. El instrumento validado (DIT-C) tiene 3 subescalasdonde cada una corresponde con un dilema y unos ítems asociados de la cual se obtiene una puntuación.  Resultados: 1. Existen correlaciones significativas entre las 3 subescalas del DIT-C. 2. Todas las subescalasexplican un porcentaje de la varianza y, 3. La validación externa con otro instrumento de desarrollo moralpresentó correlaciones estadísticamente significativas. El alfa de Cronbach fue de 0.809.  Conclusiones: el DIT-C es un instrumento para medir la expectativa individual propia de la corrupción quecumple con varias de las condiciones mínimas de confiabilidad y validez para medir el desarrollo moral entorno a la corrupción.","2018-05-31","2022-06-04 15:06:51","2022-06-04 15:25:31","2022-06-04 15:06:51","","","40","21","","Psicogente","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\EQKV3QLE\Vásquez - 2018 - Validación de un instrumento para medir el desarro.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWI7V8DW","journalArticle","2018","López López, Wilson; Rincón, Dario León; Pineda‐Marín, Claudia; Mullet, Etienne","Reconciliation sentiment among former perpetrators of violence during the Colombian armed conflict","Conflict Resolution Quarterly","","1536-5581, 1541-1508","10.1002/crq.21232","https://onlinelibrary.wiley.com/doi/10.1002/crq.21232","","2018-12","2022-06-04 15:07:20","2022-06-04 15:07:20","2022-06-04 15:07:20","163-175","","2","36","","Conflict Resolution Quarterly","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMLHMVIV","journalArticle","2018","Castrillón-Guerrero, Laura; Riveros Fiallo, Vanessa; Knudsen, María-Luisa; López López, Wilson; Correa-Chica, Andrea; Castañeda Polanco, Juan Gabriel","Comprensiones de perdón, reconciliación y justicia en víctimas de desplazamiento forzado en Colombia","Revista de Estudios Sociales","","0123-885X, 1900-5180","10.7440/res63.2018.07","https://revistas.uniandes.edu.co/doi/10.7440/res63.2018.07","","2018-01","2022-06-04 15:08:09","2022-06-04 15:08:09","2022-06-04 15:08:09","84-98","","63","","","Rev.estud.soc.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\7MK2ETP2\Castrillón-Guerrero et al. - 2018 - Comprensiones de perdón, reconciliación y justicia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
